launch_category,jf_id,fill_type,grade,product_name_en,product_name_jp_unverified,brand_maker_unverified,retailer_or_where_found,display_strategy,copy_angle,notes
snacks,JF-0411,verified,B,"Otsumami Konbini Bar Snacks (Atari-Me, Kaki Pi, Saki-Ika)",おつまみ,Various,Konbini;supermarkets,show_all,recommendation,
snacks,JF-0412,verified,A,Pocky / Pretz (Standard + Regional),ポッキー / プリッツ,Glico,Konbini;supermarkets,show_all,recommendation,
snacks,JF-0413,verified,B,Press Butter Sand,プレスバターサンド,BAKE Inc.,Tokyo Station;Solamachi,show_all,recommendation,
snacks,JF-0414,verified,B,Puccho Chewy Candy,ぷっちょ,UHA Mikakuto,Konbini;supermarkets,show_all,recommendation,
snacks,JF-0415,verified,A,Royce' Nama Chocolate,ロイズ 生チョコレート,Royce',Royce' stores;airports;Donki;Amazon JP,show_all,recommendation,
snacks,JF-0416,verified,B,"Senbei Rice Crackers (Bansheido, others)",せんべい,Various,Kameda; Chuoken; Ogurasansou; Akomeya; AEON,show_all,recommendation,
snacks,JF-0417,verified,A,Shiroi Koibito (Hokkaido),白い恋人,Ishiya,Ishiya official; Amazon JP; Rakuten; New Chitose Airport,show_all,recommendation,
snacks,JF-0418,verified,B,Tirol-Choco Individual Chocolates,チロルチョコ,Tirol-Choco Co.,Tirol official shop; PR Times; LAWSON; konbini chain,show_all,recommendation,
snacks,JF-0419,verified,A,Tokyo Banana,東京ばな奈,Grapestone,Tokyo Banana official; Tokyo Station; Haneda; Narita,show_all,recommendation,
snacks,JF-0420,verified,B,Tokyo Milk Cheese Factory Cookies,東京ミルクチーズ工場,Cheese Garden,Tokyo Milk Cheese official; Tokyo Station; airport shops,show_all,recommendation,
snacks,JF-0421,verified,A,Umaibo,うまい棒,Yaokin,Yaokin official; LOHACO; Rakuten; Amazon JP; dagashi shops,show_all,recommendation,
stationery,JF-0423,verified,A,Goshuin-cho Temple Stamp Book,御朱印帳,Various temples and stationers,Shrine and temple gift shops; Loft; Tokyu Hands; Amazon JP,show_all,recommendation,
stationery,JF-0424,verified,A,Hobonichi Techo Planner,ほぼ日手帳,Hobonichi,Hobonichi store; Loft (selected); Tokyu Hands,show_all,recommendation,
stationery,JF-0425,verified,B,Iwako Puzzle Erasers,イワコー消しゴム,Iwako,Iwako official; Amazon JP; Tokyu Hands; Daiso (some),show_all,recommendation,
stationery,JF-0426,verified,A,JR Eki Stamps (Station Stamps),駅スタンプ,JR / private rail,JR East/West/Central stations free at staff counters,show_all,recommendation,
stationery,JF-0427,verified,A,Kokuyo Campus Notebooks,キャンパスノート,Kokuyo,Kokuyo official; Amazon JP; Yodobashi; Loft,show_all,recommendation,
stationery,JF-0428,verified,B,Letter Sets / Wagami Stationery,和紙レターセット,Various,Loft; Tokyu Hands; Itoya; Marunouchi stationers,show_all,recommendation,
stationery,JF-0429,verified,B,Maruman Mnemosyne Notebook,ニーモシネ,Maruman,Maruman official; Amazon JP; Yodobashi; Loft,show_all,recommendation,
stationery,JF-0430,verified,A,Midori Traveler's Notebook,ミドリ トラベラーズノート,Designphil / Midori,Travelers Company official; Loft; Tokyu Hands; Itoya,show_all,recommendation,
stationery,JF-0431,verified,A,Origami Paper Sets,折り紙,Various,Toyo origami official; Daiso; Loft; Yodobashi,show_all,recommendation,
stationery,JF-0432,verified,A,Pentel Energel,エナージェル,Pentel,Pentel official; Amazon JP; Yodobashi; Loft; conbini,show_all,recommendation,
stationery,JF-0433,verified,A,Pilot Frixion Erasable Pen,フリクション,Pilot,Pilot webcatalog; Tanomail; Amazon JP; Yodobashi; konbini,show_all,recommendation,
stationery,JF-0434,verified,A,Pilot Hi-Tec-C,ハイテックC,Pilot,Pilot webcatalog; Amazon JP; Yodobashi; Loft,show_all,recommendation,
stationery,JF-0435,verified,B,Plus Air-In Eraser,エアイン消しゴム,Plus,Plus official; Amazon JP; Yodobashi,show_all,recommendation,
stationery,JF-0436,verified,A,Sakura Pigma Micron Drawing Pens,ピグマミクロン,Sakura,Sakura Cray-Pas official; Amazon JP; Yodobashi; Sekaido,show_all,recommendation,
stationery,JF-0437,verified,B,Stalogy Editor's Series 365,スタロジー,Nitto,Nitto official; Amazon JP; Loft; Itoya,show_all,recommendation,
stationery,JF-0438,verified,B,Tepra Label Maker,テプラ,King Jim,King Jim official; Yodobashi; Bic; Amazon JP,show_all,recommendation,
stationery,JF-0439,verified,A,Tombow Fudenosuke Brush Pen,筆之助,Tombow,Tombow official; Amazon JP; Yodobashi; Loft,show_all,recommendation,
stationery,JF-0440,verified,A,Tombow Mono Eraser,MONO消しゴム,Tombow,Tombow official; Amazon JP; Yodobashi; konbini,show_all,recommendation,
stationery,JF-0441,verified,A,Uni Jetstream Ballpoint,ジェットストリーム,Mitsubishi Pencil,Mitsubishi Pencil official; Amazon JP; Yodobashi,show_all,recommendation,
stationery,JF-0442,verified,A,Uni-ball Kuru Toga Mechanical Pencil,クルトガ,Mitsubishi Pencil,Mitsubishi Pencil official; Amazon JP; Yodobashi,show_all,recommendation,
stationery,JF-0443,verified,B,mt Washi Tape Variety,mtマスキングテープ,Kamoi Kakoshi,mt official shop; Kamoi Kakoshi; Hands; Amazon JP; Rakuten,show_all,recommendation,
skincare_beauty,JF-0444,verified,A,Allie Chrono Beauty Gel UV,アリィー,Kanebo,Kanebo ALLIE official; cosme.net; Sundrug; Amazon JP,show_all,recommendation,
skincare_beauty,JF-0445,verified,A,Anessa Perfect UV Sunscreen Milk,アネッサ,Shiseido,Shiseido official; Amazon JP; Yodobashi; cosme,show_all,recommendation,
skincare_beauty,JF-0446,verified,A,Biore UV Aqua Rich Watery Essence,ビオレUV アクアリッチ,Kao,Kao official; Matsukiyo; Amazon JP; @cosme,show_all,recommendation,
skincare_beauty,JF-0447,verified,A,Skin Aqua Super Moisture Gel,スキンアクア,Rohto Mentholatum,Rohto Mentholatum official; Amazon JP; Matsukiyo,show_all,recommendation,
skincare_beauty,JF-0448,verified,B,Sunkiller Perfect Strong Plus,サンキラー,Isehan,Isehan official; Amazon JP; Matsukiyo,show_all,recommendation,
travel_gear,JF-0449,verified,B,Biore Sara Sara Body Sheets (Women's),ビオレさらさら,Kao,Kao official; Matsukiyo; Amazon JP; konbini,show_all,recommendation,
travel_gear,JF-0450,verified,A,Coin Locker (Eki-Locker),コインロッカー,Various,JR East/Tokyo Metro/major stations,show_all,recommendation,
travel_gear,JF-0451,verified,A,Gatsby Body Sheets,ギャツビー,Mandom,Mandom official; Amazon JP; Matsukiyo; konbini,show_all,recommendation,
travel_gear,JF-0452,verified,B,Hiyaron Cold Packs (Summer),ヒヤロン,Wakodo / various,Kobayashi/Lion official; Matsukiyo; Amazon JP; konbini-summer,show_all,recommendation,
travel_gear,JF-0453,verified,A,Kairo Hand Warmers (Winter),カイロ,"Kao Pokka, etc.",Kobayashi/Irohas/Hakugen official; Matsukiyo; konbini-winter,show_all,recommendation,
travel_gear,JF-0454,verified,A,Konbini Vinyl Umbrella,ビニール傘,All konbini,7-Eleven; Lawson; FamilyMart konbini chains,show_all,recommendation,
travel_gear,JF-0455,verified,B,Mobile Battery / Power Bank (Konbini),モバイルバッテリー,All konbini,Anker JP; Yodobashi; Bic; Don Quijote; Amazon JP,show_all,recommendation,
travel_gear,JF-0456,verified,C,Pasmo Passport,Pasmoパスポート,Pasmo,Haneda/Narita ticket counters TOURIST PASMO; major stations,show_all,recommendation,
travel_gear,JF-0457,verified,B,"Pocket WiFi Rental (Ninja WiFi, Sakura Mobile)",ポケットWiFi,Various,Ninja WiFi; Japan Wireless; Sakura Mobile; airport counters,show_all,recommendation,
travel_gear,JF-0458,verified,A,Welcome Suica Card,Welcome Suica,JR East,JR East airport stations; major JR EAST stations,show_all,recommendation,
travel_gear,JF-0459,verified,A,Yamato Takkyubin Luggage Forwarding,宅急便,Yamato Transport,Yamato Transport hotel/airport counters,show_all,recommendation,
travel_gear,JF-0460,verified,A,Yodobashi/Bic Camera Tax-Free Electronics,ヨドバシ / ビックカメラ,Various,Yodobashi Akiba; Bic Yurakucho; Bic Shinjuku; Yodobashi Umeda,show_all,recommendation,
travel_gear,JF-0461,verified,B,eSIM (Airalo / Ubigi Japan),eSIM,Various,Sakura Mobile; Mobal; Ubigi; Airalo; Saily,show_all,recommendation,
konbini,JF-0216,creator_fill,,Aquarius,アクエリアス,Coca-Cola Japan,"Konbini, vending machines",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0217,creator_fill,,BOSS Canned Coffee,ボス,Suntory,"Konbini, vending",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0218,creator_fill,,C.C. Lemon,C.C.レモン,Suntory,"Konbini, vending",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0219,creator_fill,,Calpis / Calpico,カルピス,Asahi,"Konbini, vending, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0220,creator_fill,,Highball Cans (Suntory Kakubin Highball),角ハイボール,Suntory,"Konbini, supermarkets, izakaya",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0221,creator_fill,,Iyemon / Oi Ocha Bottled Green Tea,伊右衛門 / お~いお茶,Suntory / Ito En,"Konbini, vending, everywhere",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0222,creator_fill,,Konbini Drip Coffee (Seven Cafe / Machi Cafe),セブンカフェ / マチカフェ,7-Eleven / Lawson,In-store machine,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0223,creator_fill,,Pocari Sweat,ポカリスエット,Otsuka Pharmaceutical,"Konbini, vending machines, drugstores",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0224,creator_fill,,Ramune,ラムネ,"Various (Sangaria, Hata)","Konbini, festivals, druids",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0225,creator_fill,,Royal Milk Tea (Bottle),ロイヤルミルクティー,Kirin Gogo-no-Kocha,"Konbini, vending",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0227,creator_fill,,Egg Salad Sandwich (Tamago Sando),たまごサンド,7-Eleven (Sebun-Irebun),7-Eleven primarily,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0228,creator_fill,,Famichiki,ファミチキ,FamilyMart,FamilyMart hot case only,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0229,creator_fill,,Karaage-kun,からあげクン,Lawson,Lawson only,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0230,creator_fill,,Katsu Sando,カツサンド,"All konbini, also dedicated shops","All konbini, Maisen for premium",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0231,creator_fill,,Nikuman / Pork Bun (Hot Case),肉まん,All konbini,"Hot case, winter dominant",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0232,creator_fill,,"Oden (Hot Case, Winter)",おでん,Lawson / FamilyMart / 7-Eleven,"Hot case, Oct-Mar",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0233,creator_fill,,Pizzaman,ピザまん,All konbini,"Hot case, winter dominant",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0234,creator_fill,,Salmon Onigiri,鮭おにぎり,7-Eleven / Lawson / FamilyMart,All major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0235,creator_fill,,Strawberry Fruit Sando,いちごサンド,Konbini + Daimaru/Takashimaya depachika,"Konbini seasonal, depachika year-round",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0236,creator_fill,,Tuna Mayo Onigiri,ツナマヨおにぎり,7-Eleven / Lawson / FamilyMart,All major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0237,creator_fill,,Ume (Pickled Plum) Onigiri,梅おにぎり,All konbini,All major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0238,creator_fill,,Garigari-kun Soda Bar,ガリガリ君,Akagi Nyugyo,Konbini freezer,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0239,creator_fill,,Häagen-Dazs Japan Exclusive Flavors,ハーゲンダッツ,Häagen-Dazs Japan,Konbini freezer,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0240,creator_fill,,Mochi Cream / Daifuku Variants,餅クリーム / 大福,All konbini,Cold dessert case,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0241,creator_fill,,Mochi Ice Cream (Yukimi Daifuku),雪見だいふく,Lotte,All konbini freezer + supermarkets,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0242,creator_fill,,Pino Bite-Sized Ice Cream,ピノ,Morinaga,Konbini freezer,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0243,creator_fill,,Premium Roll Cake (Uchi Cafe),プレミアムロールケーキ,Lawson Uchi Cafe,Lawson dessert section,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0244,creator_fill,,7-Eleven in-store smoothie,セブンカフェ スムージー,7-Eleven,7-Eleven with smoothie machine,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0245,creator_fill,,Bottled unsweetened green tea,緑茶 ペットボトル,Ito En / Suntory / private label,"Konbini, vending machines, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0246,creator_fill,,Cold soba tray,冷しそば,Major konbini,Major konbini chilled meal section,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0247,creator_fill,,Convenience Wear socks,コンビニエンスウェア 靴下,FamilyMart / Hiromichi Ochiai collaboration,FamilyMart,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0248,creator_fill,,Coolish pouch ice cream,クーリッシュ,Lotte,Konbini / supermarkets,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0249,creator_fill,,Cup Noodle limited flavors,カップヌードル 限定味,Nissin,Konbini / supermarkets / Donki,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0250,creator_fill,,Famima Frappé,ファミマフラッペ,FamilyMart,FamilyMart freezer + coffee machine,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0251,creator_fill,,Frozen mikan,冷凍みかん,Various / konbini private label,Konbini freezer section,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0252,creator_fill,,Fruit sandwich,フルーツサンド,Konbini / fruit parlors,7-Eleven / FamilyMart / Lawson / specialty shops,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0253,creator_fill,,Japanese custard pudding,プリン,Major konbini / Morinaga / Glico variants,Major konbini chilled sweets,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0255,creator_fill,,Konbini bento box,コンビニ弁当,Major konbini,Major konbini chilled meal section,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0256,creator_fill,,Lawson Uchi Café Premium Roll Cake,プレミアムロールケーキ,Lawson / Uchi Café,Lawson chilled sweets,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0257,creator_fill,,Mentaiko / tarako onigiri,明太子・たらこおにぎり,7-Eleven / FamilyMart / Lawson,Major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0258,creator_fill,,Nanachiki,ななチキ,7-Eleven,7-Eleven hot snack counter,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0260,creator_fill,,Oden cup,おでん,Major konbini,"Konbini hot food case, seasonal",hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0262,creator_fill,,SPAM musubi rice ball,SPAMむすび,FamilyMart / Hormel collaboration variants,FamilyMart / selected konbini / Major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0263,creator_fill,,Soufflé pudding,スフレ・プリン,FamilyMart / Famimaru,FamilyMart chilled sweets,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0265,creator_fill,,Umeboshi onigiri,梅干しおにぎり,7-Eleven / FamilyMart / Lawson,Major konbini,hide_jp_and_brand_until_enriched,recommendation,
konbini,JF-0270,verified,A,Boss Coffee Rainbow Mountain Blend,ボス レインボーマウンテンブレンド,Suntory,Suntory official; konbini; vending machines,show_all,recommendation,
konbini,JF-0282,verified,A,Strong Zero Double Lemon,ストロングゼロ ダブルレモン,Suntory,Suntory official; konbini; supermarkets,show_all,recommendation,
donki,JF-0096,creator_fill,,Beauty Mega-Bargain Bin,コスメ激安,Various,Donki cosmetics,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0097,creator_fill,,Bulk Kit Kat Assortment Bags,キットカット詰め合わせ,Nestle Japan,Donki / airport,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0098,creator_fill,,Cheap Hard-Shell Suitcase,スーツケース,Various Donki PB and 3rd party,Donki luggage floor,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0099,creator_fill,,Costume / Cosplay Floor Finds,コスプレ,Various,Donki costume floor,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0100,creator_fill,,Don Quijote Tax-Free Royce' / Shiroi Koibito,ロイズ / 白い恋人,Royce' / Ishiya,Donki tax-free counter,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0101,creator_fill,,Jonetsu Kakaku PB Snacks,情熱価格,Don Quijote PB,Don Quijote,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0102,creator_fill,,Maneki Neko / Lucky Cat Bulk,招き猫,Various,Donki and Asakusa,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0103,creator_fill,,Pure Smile / TKB Sheet Masks Bulk,シートマスク,"Sun Smile, others",Donki cosmetics floor,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0104,creator_fill,,Tokyo Banana Variations,東京ばな奈,Grapestone,"Tokyo stations, Donki, airport",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0105,creator_fill,,Yebisu Beer Multipack,ヱビス,Sapporo Breweries,"Donki, supermarkets, konbini",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0106,creator_fill,,Alfort mini chocolate biscuits,アルフォート,Bourbon,"Donki, konbini, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0107,creator_fill,,Assorted regional KitKat packs,ご当地キットカット,Nestlé Japan,"Donki, airports, souvenir shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0108,creator_fill,,Black Thunder chocolate bars,ブラックサンダー,Yuraku Confectionery,"Donki, konbini, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0109,creator_fill,,Character snack tins,キャラクター缶菓子,Various licensed brands,"Donki, airports, character shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0110,creator_fill,,Cheap costume / animal hat aisle,コスプレ・動物帽子,Various,Donki novelty aisles,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0111,creator_fill,,Compression travel bags,圧縮袋,Various / Donki private label,"Donki, Daiso, travel stores",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0112,creator_fill,,Cooling body wipes,冷感ボディシート,Biore / Gatsby / Ag / private label,"Donki, drugstores, konbini",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0113,creator_fill,,Furikake multi-pack,ふりかけパック,Marumiya / Nagatanien / various,"Donki, supermarkets, drugstores",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0114,creator_fill,,Heat patches / kairo multipacks,使い捨てカイロ,Kobayashi / Kiribai / private label,"Donki, drugstores, konbini",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0115,creator_fill,,Instant miso soup variety pack,即席みそ汁,Marukome / Nagatanien / various,"Donki, supermarkets, drugstores",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0116,creator_fill,,Japanese face mask multipacks,フェイスマスク,LuLuLun / Saborino / Keana / various,"Donki, drugstores, Loft",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0117,creator_fill,,Luggage scale,ラゲッジスケール,Various,"Donki, Bic Camera, travel stores",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0118,creator_fill,,Oversized novelty snack packs,巨大お菓子,Various,Donki novelty aisles,hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0119,creator_fill,,Retort curry regional packs,ご当地レトルトカレー,Various regional makers,"Donki, supermarkets, souvenir shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0120,creator_fill,,Rohto eye drops multi-shelf section,目薬,Rohto / Santen / others,"Donki, drugstores",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0121,creator_fill,,Sanrio / Pokémon mini goods,キャラクター雑貨,Sanrio / Pokémon / licensed brands,"Donki, character shops, stations",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0122,creator_fill,,Senbei rice cracker variety pack,せんべい詰め合わせ,Various,"Donki, supermarkets, souvenir shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0123,creator_fill,,Shichimi togarashi,七味唐辛子,Yawataya Isogoro / House / various,"Donki, supermarkets, specialty shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0124,creator_fill,,Umaibo multipack,うまい棒,Yaokin,"Donki, supermarkets, 100-yen shops",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0125,creator_fill,,Universal travel adapter,変換プラグ,Various,"Donki, Bic Camera, airports",hide_jp_and_brand_until_enriched,recommendation,
donki,JF-0126,creator_fill,,Yuzu kosho tube or jar,柚子胡椒,Various,"Donki, supermarkets, regional shops",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0127,creator_fill,,Baby Foot Peel Mask,ベビーフット,Liberta,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0128,creator_fill,,Bathclin Onsen-Style Bath Salts,バスクリン,Bathclin,All drugstores,hide_jp_and_brand_until_enriched,recommendation,Bathclin merged into Earth Corp Jan 2026
drugstore,JF-0129,creator_fill,,Cabagin Kowa Alpha (Stomach),キャベジンコーワα,Kowa,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0130,creator_fill,,Eve A Pain Reliever,イブA,SS Pharmaceutical,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0131,creator_fill,,Hibiscrub / Pharmacy Hand Sanitizers,ハンドジェル,Various,Drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0132,creator_fill,,Kao Bath Tabs (Babu),バブ,Kao,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0133,creator_fill,,Kinkan Anti-Itch Liquid,キンカン,Kinkan Co.,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0134,creator_fill,,Loxonin S,ロキソニンS,Daiichi Sankyo,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0135,creator_fill,,Megrhythm Steam Eye Mask,めぐりズム蒸気でホットアイマスク,Kao,"Matsumoto Kiyoshi, Sundrug, Welcia, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0136,creator_fill,,Muhi S Anti-Itch,ムヒS,Ikeda Mohando,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0137,creator_fill,,Netsusama Cooling Sheets,熱さまシート,Kobayashi Pharmaceutical,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0138,creator_fill,,Ohta's Isan Stomach Powder,太田胃散,Ohta's Isan,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0139,creator_fill,,Pabron Gold A Cold Medicine,パブロンゴールドA,Taisho Pharmaceutical,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0141,creator_fill,,Rohto Cool 40 Alpha Eye Drops,ロート Cool40アルファ,Rohto,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0142,creator_fill,,Rohto V Premium Eye Drops,Vロート プレミアム,Rohto,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0143,creator_fill,,Salonpas Pain Patches,サロンパス,Hisamitsu,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0144,creator_fill,,Seirogan,正露丸,Taiko Pharmaceutical,All drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0145,creator_fill,,Steam Neck Pillow (Megrhythm Kata-yo),めぐりズム蒸気の温熱シート,Kao,"Drugstores, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0146,creator_fill,,Bioré SaraSara powder sheets,ビオレ さらさらパウダーシート,Kao,"Drugstores, Donki, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0147,creator_fill,,Cooling forehead sheets,熱さまシート,Kobayashi / other brands,"Drugstores, Donki, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0148,creator_fill,,EVE Quick pain reliever,イブクイック,SSP,Drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0149,creator_fill,,Gatsby facial/body wipes,ギャツビー フェイシャルペーパー,Mandom,"Drugstores, Donki, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0150,creator_fill,,Interdental brushes,歯間ブラシ,GUM / Kobayashi / Lion,"Drugstores, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0151,creator_fill,,Japanese surgical masks,不織布マスク,Unicharm / Iris Ohyama / various,"Drugstores, konbini, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0152,creator_fill,,Kirei Kirei hand sanitizer sheets/gel,キレイキレイ,Lion,"Drugstores, konbini, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0153,creator_fill,,MegRhythm Steam Hot Eye Mask,めぐりズム 蒸気でホットアイマスク,Kao,"Drugstores, Donki, konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0154,creator_fill,,Muhi insect bite cream,ムヒアルファ / ムヒ,Ikeda Mohando,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0155,creator_fill,,Nose pore strips,毛穴すっきりパック,Bioré / Kao,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0156,creator_fill,,OS-1 oral rehydration drink/jelly,オーエスワン,Otsuka,"Drugstores, some konbini",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0157,creator_fill,,Ora2 breath care products,オーラツー,Sunstar,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0158,creator_fill,,Pabron cold medicine,パブロン,Taisho,Drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0159,creator_fill,,Pitta Mask,ピッタマスク,Arax,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0160,creator_fill,,Rohto Z! eye drops,ロートジー！,Rohto,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0161,creator_fill,,Roihi-Tsuboko patches,ロイヒつぼ膏,Nichiban,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0162,creator_fill,,Salonpas pain relief patches,サロンパス,Hisamitsu,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0163,creator_fill,,Sante FX eye drops,サンテFX,Santen,"Drugstores, Donki",hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0164,creator_fill,,Soft Santear contact lens drops,ソフトサンティア,Santen,Drugstores,hide_jp_and_brand_until_enriched,recommendation,
drugstore,JF-0165,creator_fill,,Strong Zero / hangover cure aisle items,二日酔い対策商品,Various,"Donki, drugstores, konbini",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0174,creator_fill,,Anpanman Baby Snacks,アンパンマン,Various,"Supermarkets, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0175,creator_fill,,Bandai Gunpla Model Kits,ガンプラ,Bandai,"Yodobashi, Akihabara, Gundam Base Tokyo",hide_jp_and_brand_until_enriched,recommendation,
