Name,Description,Latitude,Longitude,Cluster
Kabira Bay (Ishigaki),"Nature & Water · Ishigaki, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJq3PQEe7dXzQR8VwfG5-d-Jo",24.4510142,124.1437196,Nature
Kadowaki Suspension Bridge (門脇つり橋),"Nature Walks & Views · Ito, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJay2a61HbGWARRAme3LCLFEM",34.8905303,139.1387426,Nature
Kagoshima Furusato Yataimura (かごっまふるさと屋台村),"Food & Markets · Kagoshima, Kagoshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ-_amYkxnPjURjhK_0LsQdJk",31.583589499999995,130.5442134,Food markets
Kakunodate Samurai District,"Culture & History · Senboku, Akita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJCXDpY72bj18RIJrG6RIlrAk",39.59926180000001,140.5617163,Culture & history
Kamakura Great Buddha (Kotoku-in),"Culture & History · Kamakura, Kanagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJBbxJ3_JFGGARTO9rLbCTwx4",35.3168145,139.53574419999998,Culture & history
Kamakura Kokomae Station,"Anime · 1 Chome-1 Koshigoe, Kamakura · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJIRZ85hZPGGARffzavFo4QRk",35.3067242,139.5005569,Anime
Kamikochi Valley Walk,"Nature & Water · Kamikochi (Matsumoto), Nagano

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJC8XxEJAOHWARBzhcrx9Cbpo",36.2487537,137.6380649,Nature
Kamo Aquarium (Jellyfish),"Animals & Aquariums · Tsuruoka, Yamagata · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJEeZzlGsXjF8RdxWTWpasRk0",38.761656599999995,139.7246678,Animals
Kanazawa Gold Leaf Workshop,"Crafts & Making · Kanazawa, Ishikawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJM2xktQwz-F8RP5VFCn4rxZ4",36.5738331,136.66630809999998,Workshops & crafts
Kannami (Quiet countryside base),"Base Town · Kannami, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJnQNuqA6RGWAR9W4qxAlywSU",35.075829999999996,138.9256452,
Kappabashi Kitchen Town (合羽橋道具街),"Food & Markets · Taito, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJXYV-6JWOGGAR85vIZbM1RCE",35.7105797,139.7879645,Food markets
Karato Market (唐戸市場),"Food & Markets · Shimonoseki, Yamaguchi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJNVeCCJ29QzURQrmJDMCxImw",33.9566087,130.945824,Food markets
Karoichi Tottori Port Seafood Market (かろいち),"Food & Markets · Tottori, Tottori

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJy9CHbXuOVTUR9IuzbgO6er8",35.535071599999995,134.1797916,Food markets
Katsurahama Beach,"Nature & Water · Kochi City, Kochi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJwQDkipMbTjURZnGsPoV8rWE",33.4981837,133.5744254,Nature
Kawazu Seven Waterfalls (河津七滝),"Nature Walks & Views · Kawazu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJA2PRs03kGWARI-J-uK8mCjQ",34.7957781,138.933771,Nature
Kawazu (Waterfalls + river base),"Base Town · Kawazu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJA2PRs03kGWARI-J-uK8mCjQ",34.7957781,138.933771,
Kenrokuen Garden,"Culture & History · Kanazawa, Ishikawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJBVmy-YMz-F8R5PID8D17Cpc",36.5621278,136.66265149999998,Culture & history
Kerama Islands Day Trip (snorkel beaches),"Nature & Water · Kerama Islands, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJKdyhuThT5TQRCUo_opr74Xk",26.202004499999997,127.35741569999999,Nature
Kibi Plains Cycling,"Nature & Water · Okayama, Okayama

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJpUTeDmZVUTURrmEWMcFPAf0",34.6666066,133.7827117,Nature
Kids Plaza Osaka,"Quirky & Interactive Museums · Osaka · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJEZamxsDmAGARdScVXFQanLU",34.7045728,135.5104418,Quirky museums
KidZania Tokyo,"Theme parks · Toyosu, Tokyo · with kids · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJReWVrZiJGGARpByTvPg66LU",35.6551508,139.79300830000003,Theme parks
Kijima Kogen Park (城島高原パーク),"Parks & Water Play · Beppu, Oita · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJMcZsw0OvRjURr7x2AHd8FAM",33.2642753,131.4268067,Parks
Kinosaki Onsen,"Onsen & Ryokan Towns · Toyooka, Hyogo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJvzzwnzvI_18R7pmJyu_Wa8U",35.6241637,134.8131005,Onsen & ryokan
Kintaikyo Bridge,"Views & Sunsets · Iwakuni, Yamaguchi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJHWZuaz40RTURCJfwPHOzVGY",34.167595899999995,132.17841049999998,Scenic
Kirby Cafe Tokyo,"Anime · Sumida City, Oshiage · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJfTtIRNaOGGARNQmoAIgI-cQ",35.7103764,139.8119021,Anime
Kiyo Ceramics,"Workshops & crafts · 1-chōme-6-4 Iidabashi, Chiyoda City · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJRyE0a_eNGGARXFG5-28FWw4",35.6988182,139.74883029999998,Workshops & crafts
Kiyomizu-dera + Sannenzaka,"Culture & History · Higashiyama (Kyoto), Kyoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJB_vchdMIAWARujTEUIZlr2I",34.9946662,135.784661,Culture & history
Kobe Animal Kingdom,"Animals & Aquariums · Kobe, Hyogo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJm-YWI_iRAGARxENoWS1l6gg",34.6546416,135.2225468,Animals
Kobe Nankinmachi (Chinatown) (神戸南京町),"Food & Markets · Kobe, Hyogo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJkaqwvf2OAGARARl_1gEYbx0",34.6882142,135.1881104,Food markets
Kochi Castle,"Culture & History · Kochi City, Kochi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ_ZQBiCQZTjURDgmM1D29DRU",33.5608125,133.53148439999998,Culture & history
Koffee Mameya Kakeru,"Cafes · 2-chōme-16-14 Hirano, Koto City · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ9f0aP7iJGGAR3BB7LqfZdhE",35.6764735,139.804184,Cafes
Komuroyama Park – Dinosaur Playground (小室山公園 恐竜広場),"Parks & Playgrounds · Ito, Shizuoka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJHcw7y5vEGWARB-X1fwcjdO8",34.9382502,139.1296744,Parks
Kujukushima Aquarium Umikirara,"Animals & Aquariums · Sasebo, Nagasaki · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJnXHjcxOVajURTGPwlJsdM7w",33.161446399999996,129.6790753,Animals
Kujupama Beach (九十浜海水浴場),"Beaches & Tidepooling · Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJsXufm-BeF2ARXCYQxxLFYzM",34.666832299999996,138.9807238,Nature
Kumamoto Castle (select areas),"Culture & History · Kumamoto City, Kumamoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJWco6Ag70QDURMOTNdshmi14",32.806185899999996,130.70583349999998,Culture & history
Kurashiki Bikan Historical Quarter,"Culture & History · Kurashiki, Okayama

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ1do4lkdWUTURvg3rFkFpzhE",34.5957392,133.77176509999998,Culture & history
Kure Taisho Town Market (久礼大正町市場),"Food & Markets · Nakatosa, Kochi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ2cCunXJSTjURGxNNtLhPLbw",33.328921699999995,133.2305217,Food markets
Kurobe Gorge Railway,"Trains & Scenic Transport · Unazuki, Toyama · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJPeNd9BWx918RumJrFmdmwgQ",36.8150304,137.58601,Scenic transport
Kurokawa Onsen,"Onsen & ryokan · Minamioguni, Aso District

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJzUJBlOowQTURUBGnm484qQQ",33.0780191,131.14161360000003,Onsen & ryokan
Kurushima-Kaikyo Bridge (来島海峡大橋),"Cycling & Bridges · Imabari, Ehime

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJadcZkSs4UDURmbe5WquqmQA",34.120739199999996,132.9993546,Nature
Kushiro Marsh Observatory,"Nature & Water · Kushiro, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJxzo5FBoVcl8R0qF4MDKNBYY",43.073932500000005,144.3205793,Nature
Kushiro Washo Market (釧路和商市場),"Food & Markets · Kushiro, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJSeSoNmM9cl8REDYZ-wvPmhE",42.9892463,144.3799285,Food markets
Kutani Kosen Kiln,"Workshops & crafts · 5-chōme-3-3 Nomachi, Kanazawa · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJB9Fwa2M0-F8RKXLue8jYaSc",36.5549269,136.6450199,Workshops & crafts
Kyoto Aquarium,"Animals & Aquariums · Kyoto, Kyoto · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJXdx4CxwGAWARWUbHqiTaF1Q",34.987516,135.7472123,Animals
Kyoto International Manga Museum,"Quirky museums · 452 Kinbukichō, Nakagyo Ward · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJh1qJf4YIAWARTAOFMHrSHvI",35.0118576,135.7594192,Quirky museums
Kyoto Ramen Factory,"Workshops & crafts · Kamigyo Ward, Kajiichō · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJGfOqPDYPAWARPS0Djk62LbM",35.028284899999996,135.7697598,Workshops & crafts
Kyoto Railway Museum,"Scenic transport · Umekoji, Kyoto · with kids · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJQ8KtRhcGAWAR7XnOmoj6n4k",34.987098599999996,135.7422732,Scenic transport
Lake Akan & Ainu Kotan,"Culture & History · Kushiro, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJmS0UWdqFcl8R7ZBVPtaMWkc",43.4336688,144.08984669999998,Culture & history
Lake Biwa Lakeside Day,"Nature & Water · Otsu (Lake Biwa), Shiga

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJDQIi8Q12AWAR8Z7zuF49p_E",35.1399763,135.9954278,Nature
Lake Mashu Viewpoints,"Views & Sunsets · Teshikaga, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJM2NxnCJ3bV8RbgkPfY2ip10",43.556959899999995,144.50738819999998,Scenic
Lake Tazawa,"Nature & Water · Senboku, Akita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJjzSdMoKJj18RISzxuUubhMI",39.7168527,140.65448609999999,Nature
Lake Towada Shore / Boat,"Nature & Water · Lake Towada, Aomori/Akita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJTdUwriolm18RNruCIteMfY0",40.4266217,140.89272499999998,Nature
Lake Toya Lakeside Day,"Nature & Water · Toyako, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJOaTgV73in18RTqI7CzPeqsY",42.5658118,140.824614,Nature
Lalalala Sun Beach (らららサンビーチ),"Beaches & Tidepooling · Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ7YlXOOeNGWARJyyA0qywxxc",35.020235299999996,138.861402,Nature
LEGOLAND Japan,"Theme Parks & Big Attractions · Aichi · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJzd5Pasd4A2ARRQZrV29qbmc",35.0506065,136.84382929999998,Theme parks
Makishi Public Market,"Food & Markets · Naha, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJy1Zdsr9p5TQR2ET-2o69ZKg",26.214592699999997,127.68830129999999,Food markets
Marine World Uminonakamichi (マリンワールド海の中道),"Animals & Aquariums · Fukuoka, Fukuoka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJR4tIGrGNQTURRMLEZ9kNOr8",33.660851,130.36341299999998,Animals
Matsumoto Castle,"Culture & History · Matsumoto, Nagano

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJmVmaCoUOHWARVPa8-iAOLZA",36.238653,137.96886740000002,Culture & history
Matsushima Bay Viewpoints,"Views & Sunsets · Matsushima, Miyagi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJjYCm07mbiV8RvGoyYCfUJpM",38.3665984,141.0769598,Scenic
Matsuyama Castle (ropeway option),"Culture & History · Matsuyama, Ehime

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJAQAUDevlTzURxEU3PfUYWEM",33.8441496,132.7680609,Culture & history
Michi-no-Eki Tatara Shimanami Park (道の駅 多々羅しまなみ公園),"Cycling & Bridges · Near Tatara Bridge

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ44Y7yatPUDURLbGURhOtRUA",34.254162,133.0540416,Nature
Minami-Izu (South Izu base),"Base Town · Minamiizu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlzgjjGxXF2ARQIda5GbgkNY",34.6137468,138.85529689999998,
Mino Washi Paper Museum,"Workshops & crafts · Gifu · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJoZ3oA1v-AmARccn_p1cFTcw",35.5833651,136.87622679999998,Workshops & crafts
Mipig Cafe Harajuku,"Animals · Shibuya, Jingūmae · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJDzBSGG6NGGARP7IdmjMidgQ",35.6709916,139.7042806,Animals
Miraikan (National Museum of Emerging Science),"Quirky & Interactive Museums · Odaiba, Tokyo · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJz_149P6JGGARoImMn3NlsfY",35.619335899999996,139.7763995,Quirky museums
Miyajima Island,"Culture & History · Miyajima (Hatsukaichi), Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJGcmNiM-2WjURAUMA7utiH8k",34.2732114,132.3052488,Culture & history
Moerenuma Park,"Nature & Water · Sapporo, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJo24_lq8vC18RcfiqGApcx1s",43.1231335,141.42665359999998,Nature
Mount Hakodate Ropeway,"Views & Sunsets · Hakodate, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJt5yVIgDznl8RTKy_QAbXGOg",41.7601192,140.7098071,Scenic
Mount Omuro / Omuroyama (大室山),"Nature Walks & Views · Ito, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ9XwC8snDGWARbIQ4QBb5lzs",34.904176400000004,139.0962908,Nature
Mount Usu Ropeway,"Trains & Scenic Transport · Toyako, Hokkaido · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ2RnxURPin18R0KiGTOyTWE4",42.538891299999996,140.8602757,Scenic transport
Mt. Aso / Kusasenri,"Nature & Water · Aso, Kumamoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJXathGaooQTURTo7Evdbc8_g",32.8818249,131.0533279,Nature
Muroto Geopark Coastline,"Nature & Water · Muroto, Kochi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJh1kIKUKJTTURPkAb9ArBeg4",33.2991376,134.1865226,Nature
Nabetahama Beach (鍋田浜),"Beaches & Tidepooling · Shimoda, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJgVhfhetYF2ARu0ZcKltqpQ8",34.6668252,138.93596499999998,Nature
Nachi Falls,"Nature & Water · Nachi-Katsuura, Wakayama

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ-Z5J5fM_BmARNg5zbIxDfNc",33.6753396,135.8876081,Nature
Nagahama Kaihin Park (長浜海浜公園),"Beaches & Tidepooling · Atami, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJX5tGgr2_GWARLwhYF7d7XGo",35.0561852,139.0690894,Nature
Nagasaki Penguin Aquarium,"Animals & Aquariums · Nagasaki City, Nagasaki · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJk2sjlOaqajURPi5soRvA8HU",32.7581537,129.9467149,Animals
Nagasaki Shinchi Chinatown (長崎新地中華街),"Food & Markets · Nagasaki, Nagasaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJK3MfoRVTFTURFhFVj6JIlxE",32.741458699999995,129.8752789,Food markets
Nago Pineapple Park,"Theme Parks & Big Attractions · Okinawa · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJpRkTRFL_5DQRaoYquVrISOQ",26.6164971,127.96957439999998,Theme parks
Nakano Broadway,"Anime · 5-chōme-52-15 Nakano, Nakano City · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJe68Dxs7zGGARjszCU53Vjyc",35.708968899999995,139.6657328,Anime
Nakasendo: Magome ↔ Tsumago (short hike),"Nature & Water · Magome/Tsumago, Gifu/Nagano

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJl1fcAgu3HGARkzNZ78UlU5U",35.5392066,137.58459639999998,Nature
Naoshima Art Island (selected stops),"Quirky & Interactive Museums · Naoshima, Kagawa · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJG0bnqsXxUzURUV5v_8gDT_w",34.460445299999996,133.9758924,Quirky museums
Nara Park Deer,"Animals · Nara · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJYWCMvZY5AWARVnREV_OsbPk",34.685047,135.843012,Animals
Naruto Whirlpools (viewpoint or cruise),"Nature & Water · Naruto, Tokushima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJtc_GvRhhUzURD5YWECaI2dw",34.2367554,134.6479661,Nature
National Museum of Nature and Science,"Quirky & Interactive Museums · Taito, Tokyo · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ8Vuh65yOGGARyj4L5IBFiIk",35.7164273,139.7763336,Quirky museums
Nebuta Warasse (festival museum),"Quirky & Interactive Museums · Aomori City, Aomori · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJgaL-zx-fm18RQjx7oW_kNcY",40.829495,140.7356284,Quirky museums
Nijigen no Mori (Awaji Island Anime Park),"Anime/Ghibli · Hyogo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ5X7wRrDTVDUR8i4U0mPRrqI",34.575173,135.00075099999998,Anime
Nikko Toshogu Shrine,"Culture & History · Nikko, Tochigi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJNSAhU8WmH2ARlA7wenFbUKs",36.7580878,139.5987466,Culture & history
Nintendo Tokyo,"Anime · Shibuya, Udagawachō · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ7Su1FK6NGGARAr7UK5NjmMo",35.6621161,139.6986385,Anime
Nishi-Izu (West Izu base),"Base Town · Nishiizu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJrwQEdQDrGWARBVcGUbZ4e3o",34.9648372,138.97210270000002,
Nishiki Market Snack Crawl,"Food & Markets · Kyoto, Kyoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJT8uMzZwIAWARnGzsARCjnrY",35.0050258,135.764723,Food markets
Nishimuraya Honkan,"Onsen & ryokan · 469 Kinosakichō Yushima, Toyooka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJXSuMMzfI_18RNkmy3ZthqYs",35.62535,134.8056167,Onsen & ryokan
Nishiyama Onsen Keiunkan,"Onsen & ryokan · Hayakawa, Minamikoma District

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJkdjiGHGJG2ARPPkZ6cNlRss",35.5543499,138.3060726,Onsen & ryokan
Noboribetsu Onsen & Hell Valley,"Onsen & Ryokan Towns · Noboribetsu, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ___jisJmdV8RzL7_3Cqwtcc",42.4976231,141.1486603,Onsen & ryokan
Notoya Ryokan,"Onsen & ryokan · 446 Ginzanshinhata, Obanazawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJO1R1attdiV8R_M7rXnfErLE",38.5691334,140.53151929999999,Onsen & ryokan
Numazu Deep Sea Aquarium (沼津港深海水族館),"Animals & Aquariums · Numazu, Shizuoka · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ2URMZJOPGWAR_PWYnox9Dk8",35.0840434,138.8581967,Animals
Numazu (Port town base),"Base Town · Numazu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJcyN-spaPGWARdi3UXsAwqh0",35.0817428,138.8541905,
Nunobiki Ropeway & Herb Gardens,"Trains & Scenic Transport · Kobe, Hyogo · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJWapiVtGOAGARVY9nvX-kXII",34.70442750000001,135.1938755,Scenic transport
Nyuto Onsenkyo,"Onsen & ryokan · Komagatake-2-1 Tazawako Obonai, Semboku

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJW1aBvZRmhV8REQV0GMFHXms",39.800895499999996,140.7947045,Onsen & ryokan
Oboke Gorge Boat,"Nature & Water · Miyoshi, Tokushima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJoeoG_UyKUTUR9FZd03d6LhQ",33.885842499999995,133.7607433,Nature
Odawara Wanpaku Land (小田原わんぱくらんど),"Parks & Playgrounds · Odawara, Kanagawa · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJOyehj3OkGWARRpHTbGAOBTc",35.259633,139.127578,Parks
Ohori Park,"Nature & Water · Fukuoka City, Fukuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJx6TbjMyTQTURmPdN7915780",33.586206499999996,130.3764646,Nature
Oirase Gorge,"Nature & Water · Towada, Aomori

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJeXTDrw09m18RGrz8MCSK66s",40.489961799999996,140.9525486,Nature
Okayama Korakuen Garden,"Culture & History · Okayama City, Okayama

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJhwt8jCQGVDURabQ6FPH0nXQ",34.667333899999996,133.93617,Culture & history
Okayama Wholesale Market Fuku Fuku Dori (市場ふくふく通り),"Food & Markets · Okayama, Okayama

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ45xhZfb3UzURUUWaz5eRrtk",34.6020812,133.9454131,Food markets
Okinawa Churaumi Aquarium,"Animals & Aquariums · Motobu, Okinawa · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJPZ5hUjH65DQR_p_dD3CmCOo",26.694338,127.87801309999999,Animals
Okinawa World & Gyokusendo Cave,"Nature & Water · Nanjo, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJa3ifUYVp5TQR3QZD1tyLml4",26.1403423,127.74943440000001,Nature
Okonomimura (お好み村),"Food & Markets · Hiroshima, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ8wsenQ-iWjUR1opIxHCTeBM",34.3914342,132.4619014,Food markets
Okunoshima Rabbit Island,"Animals & Aquariums · Okunoshima (Takehara), Hiroshima · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJRUPQRzBFUDUR-hRMoOlnxkg",34.309059999999995,132.9939774,Animals
Omicho Market,"Food & Markets · Kanazawa, Ishikawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ0xPT93Az-F8RpTSlbHwo9L8",36.5717335,136.6558651,Food markets
Omoide Yokocho (思い出横丁),"Food & Markets · Shinjuku, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJP9eKBdeMGGAR0zzBXJNVj5A",35.6927011,139.6995778,Food markets
Onibus Coffee Nakameguro,"Cafes · 2-chōme-14-1 Kamimeguro, Meguro City · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJvXUZEEmLGGARlC39ZdeJ06Q",35.6431767,139.6980318,Cafes
Onomichi (尾道) – waterfront town base,"Base Town · Onomichi, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJOywXJcEBUTUREa0jZ0SgbZU",34.4053651,133.1956935,
Onuma Quasi-National Park,"Nature & Water · Onuma (Nanae), Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJVfOEWFpUnl8RTa_2CElTIHg",41.9838473,140.6721442,Nature
Osaka Aquarium Kaiyukan,"Animals · Osaka · with kids · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJzakNjPToAGARzCwIriDFg28",34.6545182,135.4289645,Animals
Osaka Science Museum,"Quirky & Interactive Museums · Osaka, Osaka · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJrVid0PbmAGARVvoeAwYmgg4",34.691227999999995,135.4915442,Quirky museums
Oshino Hakkai Springs,"Nature & Water · Oshino, Yamanashi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJK4SZn4VmGWARcZ-vsGukOhY",35.4600675,138.8324741,Nature
Otaru Aquarium,"Animals & Aquariums · Otaru, Hokkaido · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJhSqlPAUeC18RURQ2LaIFswE",43.2369305,141.0119143,Animals
Otaru Canal + Glass Shops,"Crafts & Making · Otaru, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJX-RJpWDhCl8RFx-z5lpGIOg",43.1961528,141.0029009,Workshops & crafts
Otaru Sankaku Market (小樽三角市場),"Food & Markets · Otaru, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ52td3KzhCl8RckhF7-d8tv0",43.199035599999995,140.99392699999999,Food markets
Ouchi-juku Post Town,"Culture & History · Shimogo, Fukushima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJsRZu4rH8H2ARMPL0O-FTKWI",37.334196399999996,139.8606982,Culture & history
Oyama Dam Attack on Titan Statues,"Anime · Oyamamachi Nishioyama, Hita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJKYx8__MVQTURjLCIm7OPdbw",33.2434582,130.95747649999998,Anime
"Peace Memorial Park (optional, parent-led)","Culture & History · Itoman, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJaaiFx39m5TQR_3vrJCFiQS8",26.0951187,127.7234728,Culture & history
